year,season,crop,region,district,irrigation,land_area_ha,fertilizer_kg,rainfall_mm,farmer_experience_yrs,yield_t_ha,production_kg,price_rs_per_kg,total_revenue_rs
2019,Yala,Ladies fingers,Low country,Ratnapura,Rainfed,0.143,34.1,209.5,5,7.605,1003.7,102.79,103170.32
2021,Yala,Leeks,Up country,Nuwara Eliya,Irrigated,0.31,59.7,207.4,5,35.461,11386.4,94.25,1073168.2
2018,Maha,Snake gourd,Low country,Gampaha,Irrigated,0.249,47.4,155.0,16,16.232,3896.5,76.89,299601.88
2020,Yala,Bitter gourd,Low country,Kurunegala,Irrigated,0.873,116.0,41.8,22,15.89,13455.6,116.9,1572959.64
2019,Yala,Red pumpkin,Low country,Ratnapura,Rainfed,0.433,69.7,123.8,10,10.32,4658.7,64.98,302722.33
2022,Yala,Knol-khol,Up country,Kandy,Irrigated,0.149,12.9,132.7,5,17.445,2618.8,97.84,256223.39
2019,Maha,Cucumber,Low country,Gampaha,Irrigated,0.287,22.4,209.5,9,15.861,4551.7,50.7,230771.19
2021,Yala,Leeks,Up country,Kandy,Rainfed,0.143,20.3,112.9,23,28.056,4107.5,161.39,662909.42
2016,Maha,Tomato,Up country,Badulla,Irrigated,1.318,130.1,211.6,23,20.185,26824.2,45.79,1228280.12
2017,Maha,Ash pumpkin,Low country,Ratnapura,Irrigated,0.67,94.1,101.6,21,12.708,8508.3,41.81,355732.02
2024,Maha,Radish,Up country,Nuwara Eliya,Rainfed,0.688,131.3,217.9,15,17.836,12446.2,49.17,611979.65
2020,Maha,Snake gourd,Low country,Ratnapura,Irrigated,0.222,37.9,50.5,16,17.125,3702.1,80.42,297722.88
2017,Maha,Capsicum,Low country,Kalutara,Irrigated,0.202,34.3,61.2,5,9.496,1870.0,181.9,340153.0
2022,Yala,Cabbage,Up country,Nuwara Eliya,Rainfed,0.579,90.4,207.5,0,17.838,10513.9,81.27,854464.65
2018,Maha,Ladies fingers,Low country,Kurunegala,Rainfed,0.447,54.8,167.9,12,8.417,3628.1,67.43,244642.78
2021,Yala,Bean (green),Up country,Nuwara Eliya,Irrigated,0.541,42.9,78.1,1,15.686,8383.9,133.02,1115226.38
2019,Yala,Knol-khol,Up country,Kandy,Irrigated,0.356,58.0,186.2,5,15.946,5763.6,58.5,337170.6
2022,Yala,Red pumpkin,Low country,Kurunegala,Irrigated,0.879,70.8,199.2,24,15.981,13247.6,67.62,895802.71
2018,Yala,Knol-khol,Up country,Kandy,Rainfed,0.062,5.0,103.6,22,13.433,809.9,90.67,73433.63
2021,Maha,Carrot,Up country,Kandy,Irrigated,0.311,43.1,121.9,21,27.926,8326.8,123.79,1030774.57
2017,Yala,Bean (green),Up country,Badulla,Irrigated,0.668,86.4,222.6,20,12.692,8817.9,90.7,799783.53
2024,Yala,Bean (green),Up country,Kandy,Irrigated,0.503,85.3,231.6,0,11.125,5484.4,178.03,976387.73
2023,Maha,Leeks,Up country,Badulla,Rainfed,0.446,22.7,185.6,6,15.738,6665.7,110.3,735226.71
2016,Maha,Ash plantain,Low country,Kalutara,Irrigated,0.255,26.1,212.2,17,14.676,3705.8,49.75,184363.55
2020,Maha,Bitter gourd,Low country,Gampaha,Irrigated,0.561,78.6,10.0,15,13.912,8148.9,112.19,914225.09
2016,Yala,Tomato,Up country,Kandy,Irrigated,0.856,84.8,152.8,4,14.358,12157.7,71.56,870005.01
2024,Maha,Cucumber,Low country,Ratnapura,Rainfed,2.33,467.3,95.0,7,9.575,22762.7,35.76,813994.15
2018,Maha,Leeks,Up country,Kandy,Rainfed,0.338,54.2,190.7,3,25.166,8281.2,80.0,662496.0
2018,Yala,Knol-khol,Up country,Nuwara Eliya,Rainfed,0.992,153.2,88.5,2,14.184,13770.9,46.23,636628.71
2023,Maha,Bean (green),Up country,Nuwara Eliya,Irrigated,0.339,46.2,280.3,10,15.541,5113.4,198.86,1016850.72
2016,Maha,Bean (green),Up country,Badulla,Rainfed,0.218,20.5,180.4,10,10.046,2048.5,118.95,243669.08
2024,Maha,Bean (green),Up country,Nuwara Eliya,Irrigated,0.267,52.1,134.2,21,9.721,2526.8,213.72,540027.7
2017,Maha,Cucumber,Low country,Kurunegala,Irrigated,0.344,53.8,245.8,17,13.268,4807.4,35.18,169124.33
2024,Maha,Ash pumpkin,Low country,Kalutara,Rainfed,0.781,123.2,324.3,16,11.462,9133.3,68.19,622799.73
2024,Maha,Beetroot,Up country,Nuwara Eliya,Irrigated,0.288,43.7,134.4,9,20.105,5748.8,116.2,668010.56
2023,Yala,Ash pumpkin,Low country,Ratnapura,Rainfed,1.342,212.2,83.6,10,11.041,15107.9,50.39,761287.08
2020,Yala,Ash plantain,Low country,Gampaha,Irrigated,0.177,26.7,125.3,6,13.539,2418.9,81.11,196196.98
2018,Yala,Ash pumpkin,Low country,Kalutara,Rainfed,0.325,54.1,160.3,15,13.579,4537.2,53.02,240562.34
2017,Maha,Red pumpkin,Low country,Kurunegala,Irrigated,0.145,19.3,121.8,2,12.599,1814.4,64.9,117754.56
2019,Maha,Carrot,Up country,Badulla,Irrigated,0.34,46.1,122.0,24,24.764,8644.4,129.19,1116770.04
2017,Maha,Bean (green),Up country,Nuwara Eliya,Irrigated,0.832,110.7,295.9,0,14.788,12272.4,82.32,1010263.97
2016,Maha,Ladies fingers,Low country,Kalutara,Rainfed,0.19,27.5,125.5,14,6.753,1311.1,65.91,86414.6
2022,Maha,Ladies fingers,Low country,Ratnapura,Rainfed,0.308,28.5,120.1,8,7.768,2321.0,96.84,224765.64
2023,Maha,Brinjal,Low country,Gampaha,Irrigated,0.588,125.4,121.4,9,9.109,5426.1,88.41,479721.5
2017,Yala,Ash plantain,Low country,Gampaha,Irrigated,0.976,145.0,177.0,7,11.218,10562.3,47.48,501498.0
2017,Maha,Radish,Up country,Kandy,Irrigated,0.253,24.5,166.7,2,20.253,5192.6,42.89,222710.61
2016,Yala,Tomato,Up country,Kandy,Irrigated,0.371,62.4,149.0,22,21.393,7819.7,69.74,545345.88
2022,Yala,Cabbage,Up country,Kandy,Rainfed,2.539,409.5,10.0,16,27.756,71092.0,53.25,3785649.0
2021,Maha,Bitter gourd,Low country,Ratnapura,Irrigated,0.215,28.7,77.8,15,11.05,2255.5,192.44,434048.42
2022,Yala,Radish,Up country,Nuwara Eliya,Irrigated,0.431,88.5,100.4,20,23.8,10275.4,44.89,461262.71
2021,Maha,Ladies fingers,Low country,Ratnapura,Irrigated,0.234,33.7,227.9,18,11.022,2636.4,98.44,259527.22
2024,Maha,Snake gourd,Low country,Kalutara,Irrigated,0.677,115.8,10.0,10,11.861,7627.7,101.6,774974.32
2024,Yala,Ladies fingers,Low country,Kurunegala,Irrigated,0.47,83.7,139.5,15,10.854,5217.3,97.03,506234.62
2019,Yala,Red pumpkin,Low country,Gampaha,Rainfed,1.459,303.1,76.4,13,13.656,19977.3,45.96,918156.71
2024,Yala,Bitter gourd,Low country,Kurunegala,Irrigated,0.227,26.0,190.9,14,15.969,3606.5,198.32,715241.08
2021,Maha,Capsicum,Low country,Kurunegala,Irrigated,0.731,107.5,149.5,6,7.766,5731.9,194.51,1114911.87
2021,Yala,Tomato,Up country,Kandy,Irrigated,1.036,207.8,113.1,0,31.175,31895.9,73.72,2351365.75
2018,Maha,Bean (green),Up country,Kandy,Rainfed,1.844,221.1,156.7,0,11.926,22846.0,72.27,1651080.42
2020,Yala,Bitter gourd,Low country,Ratnapura,Irrigated,0.374,66.3,66.3,3,14.455,5667.7,129.7,735100.69
2017,Yala,Carrot,Up country,Kandy,Irrigated,0.473,92.0,99.2,0,13.624,6284.5,97.45,612424.52
2019,Maha,Bitter gourd,Low country,Gampaha,Irrigated,0.369,75.9,219.4,7,9.737,3553.1,146.2,519463.22
2017,Maha,Beetroot,Up country,Nuwara Eliya,Rainfed,0.409,90.8,117.2,17,12.328,5018.7,62.18,312062.77
2024,Maha,Leeks,Up country,Kandy,Rainfed,0.709,101.8,82.4,11,22.234,16070.5,104.28,1675831.74
2020,Maha,Beetroot,Up country,Kandy,Rainfed,0.215,34.6,284.4,23,12.467,2676.1,95.37,255219.66
2017,Maha,Bean (green),Up country,Kandy,Rainfed,0.311,65.6,70.8,9,9.608,3010.5,133.76,402684.48
2016,Maha,Ladies fingers,Low country,Kurunegala,Rainfed,0.17,24.0,95.8,3,7.103,1287.0,76.77,98802.99
2018,Maha,Brinjal,Low country,Ratnapura,Irrigated,0.304,54.8,237.1,3,13.508,4000.9,78.84,315430.96
2019,Yala,Radish,Up country,Kandy,Irrigated,0.199,29.7,249.0,14,19.523,3823.1,50.07,191422.62
2020,Yala,Ash pumpkin,Low country,Gampaha,Irrigated,2.017,503.5,172.2,11,18.087,37241.2,30.36,1130642.83
2018,Yala,Cabbage,Up country,Badulla,Irrigated,0.112,20.2,218.9,0,35.045,4042.9,82.0,331517.8
2022,Maha,Leeks,Up country,Kandy,Rainfed,0.539,40.2,212.5,13,25.373,13010.6,114.46,1489193.28
2022,Yala,Ash pumpkin,Low country,Kalutara,Irrigated,0.745,87.3,132.8,13,15.808,11669.2,51.93,605981.56
2023,Yala,Bean (green),Up country,Kandy,Rainfed,0.06,10.7,137.0,23,8.374,495.4,267.14,132341.16
2021,Maha,Bean (green),Up country,Nuwara Eliya,Rainfed,0.557,58.2,167.1,10,11.965,6834.6,131.76,900526.9
2018,Yala,Radish,Up country,Nuwara Eliya,Rainfed,0.727,136.6,113.7,7,19.206,13543.9,33.46,453178.89
2024,Maha,Tomato,Up country,Kandy,Irrigated,0.379,79.6,155.6,14,15.432,5788.5,147.82,855656.07
2022,Maha,Beetroot,Up country,Kandy,Irrigated,0.608,91.5,154.9,8,13.613,8042.4,95.05,764430.12
2017,Maha,Tomato,Up country,Nuwara Eliya,Irrigated,0.377,31.5,125.8,11,16.263,6223.6,82.65,514380.54
2018,Maha,Beetroot,Up country,Nuwara Eliya,Irrigated,0.562,85.2,104.3,2,16.363,9310.5,64.54,600899.67
2023,Maha,Luffa,Low country,Kurunegala,Irrigated,0.573,61.6,106.8,13,12.937,7317.4,105.71,773522.35
2019,Maha,Red pumpkin,Low country,Gampaha,Irrigated,0.179,23.5,178.7,15,13.329,2299.1,87.36,200849.38
2019,Maha,Cabbage,Up country,Kandy,Rainfed,0.149,22.5,155.0,0,23.44,3522.2,90.19,317667.22
2017,Maha,Cabbage,Up country,Nuwara Eliya,Irrigated,0.919,138.4,133.6,1,33.143,30224.8,41.91,1266721.37
2024,Yala,Brinjal,Low country,Kurunegala,Irrigated,0.374,82.2,109.9,19,11.457,4235.2,107.85,456766.32
2020,Maha,Snake gourd,Low country,Gampaha,Rainfed,0.168,36.9,117.7,16,14.405,2547.3,91.78,233791.19
2019,Maha,Ladies fingers,Low country,Kurunegala,Irrigated,1.031,151.1,132.5,2,12.212,12671.2,48.16,610244.99
2021,Yala,Leeks,Up country,Badulla,Irrigated,0.807,51.6,193.0,14,24.73,20018.8,87.92,1760052.9
2020,Yala,Ash plantain,Low country,Kurunegala,Rainfed,0.085,10.4,146.5,17,8.55,732.4,96.73,70845.05
2019,Maha,Bitter gourd,Low country,Kurunegala,Irrigated,0.295,48.7,174.0,19,11.287,3293.2,144.65,476361.38
2020,Yala,Ash pumpkin,Low country,Gampaha,Irrigated,0.199,31.7,94.4,6,16.275,3261.6,59.44,193869.5
2023,Maha,Knol-khol,Up country,Kandy,Irrigated,0.343,57.2,91.6,19,11.992,3970.7,96.48,383093.14
2016,Maha,Ash plantain,Low country,Ratnapura,Rainfed,0.143,30.5,252.7,9,9.745,1381.2,70.44,97291.73
2024,Yala,Red pumpkin,Low country,Gampaha,Irrigated,0.84,107.1,180.7,24,17.174,14594.8,73.71,1075782.71
2022,Yala,Bean (green),Up country,Kandy,Irrigated,0.701,95.0,39.2,3,11.596,7942.8,132.66,1053691.85
2019,Maha,Snake gourd,Low country,Ratnapura,Rainfed,0.207,19.8,127.9,23,8.399,1753.0,96.0,168288.0
2016,Yala,Knol-khol,Up country,Nuwara Eliya,Irrigated,1.26,175.6,152.2,6,7.275,9279.4,45.4,421284.76
2016,Maha,Red pumpkin,Low country,Ratnapura,Rainfed,1.882,308.7,121.3,4,9.535,18952.6,35.19,666941.99
2019,Yala,Carrot,Up country,Nuwara Eliya,Rainfed,0.767,53.9,119.2,21,11.259,8770.5,115.88,1016325.54
2024,Yala,Brinjal,Low country,Gampaha,Irrigated,0.283,45.9,233.0,12,13.418,3738.7,104.49,390656.76
2022,Yala,Red pumpkin,Low country,Ratnapura,Irrigated,0.11,18.4,215.4,14,11.75,1325.0,107.74,142755.5
2017,Yala,Snake gourd,Low country,Kurunegala,Irrigated,0.113,22.7,161.8,7,17.111,2013.4,86.29,173736.29
2022,Yala,Brinjal,Low country,Gampaha,Irrigated,0.087,11.8,110.3,17,15.757,1405.3,131.99,185485.55
2016,Maha,Cucumber,Low country,Ratnapura,Irrigated,0.419,63.6,126.9,14,15.674,6618.5,29.86,197628.41
2024,Yala,Cabbage,Up country,Nuwara Eliya,Irrigated,0.219,34.1,285.9,15,32.773,6840.9,109.28,747573.55
2020,Maha,Luffa,Low country,Kurunegala,Irrigated,1.406,128.3,131.6,12,11.157,15055.0,74.05,1114822.75
2018,Yala,Bitter gourd,Low country,Gampaha,Rainfed,0.29,43.6,281.1,22,8.317,2296.5,152.88,351088.92
2017,Maha,Ladies fingers,Low country,Kalutara,Rainfed,1.376,219.2,168.3,13,7.282,10113.4,42.16,426380.94
2020,Maha,Ash pumpkin,Low country,Gampaha,Irrigated,0.306,31.4,174.6,22,16.961,5067.2,56.67,287158.22
2020,Yala,Ladies fingers,Low country,Kurunegala,Rainfed,0.715,67.0,180.7,7,7.239,5122.7,76.74,393116.0
2022,Maha,Snake gourd,Low country,Ratnapura,Irrigated,1.401,243.4,106.0,30,9.486,13825.0,74.86,1034939.5
2019,Maha,Bean (green),Up country,Kandy,Irrigated,1.249,126.1,87.2,0,11.697,14445.4,86.3,1246638.02
2018,Maha,Knol-khol,Up country,Nuwara Eliya,Irrigated,0.265,34.4,75.2,24,8.94,2395.2,68.53,164143.06
2017,Yala,Bean (green),Up country,Badulla,Irrigated,0.272,44.2,211.6,1,12.43,3441.5,112.67,387753.8
2018,Yala,Luffa,Low country,Kurunegala,Rainfed,0.363,48.4,87.5,14,9.488,3289.8,91.18,299963.96
2020,Yala,Carrot,Up country,Kandy,Irrigated,0.229,34.1,206.6,11,23.291,5460.3,138.36,755487.11
2022,Maha,Ash plantain,Low country,Kurunegala,Irrigated,0.344,63.2,176.8,17,15.714,5430.0,88.27,479306.1
2021,Maha,Radish,Up country,Kandy,Rainfed,0.254,30.1,122.1,7,11.498,2994.2,60.54,181268.87
2020,Yala,Cucumber,Low country,Gampaha,Rainfed,0.796,101.9,172.3,14,9.586,8107.9,37.19,301532.8
2016,Maha,Brinjal,Low country,Kurunegala,Rainfed,0.39,38.9,206.5,11,16.186,6029.4,59.3,357543.42
2022,Maha,Radish,Up country,Nuwara Eliya,Rainfed,1.191,132.8,124.8,13,10.423,12342.5,44.11,544427.68
2017,Yala,Red pumpkin,Low country,Gampaha,Irrigated,0.456,80.2,118.4,24,16.034,7010.9,50.83,356364.05
2019,Maha,Cabbage,Up country,Kandy,Irrigated,0.457,104.5,46.0,10,29.282,13115.6,67.57,886221.09
2021,Maha,Carrot,Up country,Kandy,Irrigated,0.148,17.1,144.2,1,24.525,3548.0,165.27,586377.96
2017,Maha,Tomato,Up country,Badulla,Irrigated,0.939,132.1,208.4,12,13.581,12637.4,72.4,914947.76
2017,Yala,Bitter gourd,Low country,Gampaha,Irrigated,0.122,11.3,155.6,10,17.079,1998.1,161.05,321794.0
2016,Maha,Knol-khol,Up country,Badulla,Irrigated,0.236,36.8,114.4,12,9.789,2312.4,65.44,151323.46
2023,Maha,Carrot,Up country,Badulla,Rainfed,0.441,46.1,221.3,2,17.696,7860.5,159.13,1250841.36
2019,Maha,Snake gourd,Low country,Kurunegala,Irrigated,0.238,34.7,124.2,12,10.523,2600.9,103.71,269739.34
2019,Maha,Bitter gourd,Low country,Kalutara,Irrigated,0.375,31.5,64.3,4,8.387,3086.7,142.37,439453.48
2023,Yala,Ladies fingers,Low country,Ratnapura,Irrigated,0.247,39.4,210.2,7,11.62,2899.4,90.84,263381.5
2020,Yala,Red pumpkin,Low country,Ratnapura,Irrigated,1.217,175.6,82.9,15,14.86,18151.1,49.23,893578.65
2023,Yala,Bitter gourd,Low country,Kalutara,Irrigated,0.628,80.3,205.6,13,16.871,10211.3,148.65,1517909.74
2022,Yala,Luffa,Low country,Kalutara,Rainfed,0.342,42.4,133.5,15,9.66,3392.4,97.38,330351.91
2018,Maha,Capsicum,Low country,Gampaha,Irrigated,0.188,21.5,116.3,9,12.367,2379.3,202.72,482331.7
2018,Maha,Knol-khol,Up country,Nuwara Eliya,Rainfed,0.449,40.7,120.6,25,10.103,4482.5,56.2,251916.5
2023,Yala,Bean (green),Up country,Kandy,Irrigated,0.333,51.6,189.6,4,11.509,3734.1,177.09,661271.77
2018,Yala,Tomato,Up country,Badulla,Irrigated,0.793,149.8,157.2,7,17.606,13849.4,76.07,1053523.86
2021,Yala,Brinjal,Low country,Kalutara,Irrigated,0.392,16.4,140.3,14,14.135,5733.6,79.66,456738.58
2019,Maha,Snake gourd,Low country,Ratnapura,Rainfed,1.024,175.8,176.6,8,8.431,8222.9,61.35,504474.92
2021,Maha,Capsicum,Low country,Ratnapura,Irrigated,3.469,491.5,107.4,19,11.825,41891.7,132.52,5551488.08
2022,Maha,Ash pumpkin,Low country,Ratnapura,Rainfed,1.5,243.6,117.2,9,13.504,20859.6,52.54,1095963.38
2019,Maha,Cabbage,Up country,Kandy,Rainfed,1.221,194.8,174.0,3,20.515,24881.1,47.33,1177622.46
2024,Maha,Knol-khol,Up country,Badulla,Rainfed,1.264,218.6,187.9,6,15.842,19478.8,57.31,1116330.03
2017,Maha,Cucumber,Low country,Kurunegala,Irrigated,0.166,31.2,86.8,17,15.277,2472.7,42.71,105609.02
2020,Yala,Capsicum,Low country,Ratnapura,Rainfed,0.429,56.9,155.5,9,6.989,3002.6,187.74,563708.12
2021,Maha,Cucumber,Low country,Kalutara,Rainfed,0.418,56.1,96.9,13,7.948,3414.2,56.71,193619.28
2016,Yala,Knol-khol,Up country,Nuwara Eliya,Irrigated,0.307,61.9,133.2,25,18.842,5629.2,56.95,320582.94
2021,Maha,Tomato,Up country,Kandy,Irrigated,0.261,32.3,140.1,12,20.262,5376.4,121.82,654953.05
2023,Yala,Knol-khol,Up country,Badulla,Rainfed,0.235,38.0,245.4,19,11.321,2686.6,98.01,263313.67
2024,Yala,Cabbage,Up country,Nuwara Eliya,Rainfed,0.26,54.2,88.2,19,27.289,7325.6,111.89,819661.38
2020,Yala,Beetroot,Up country,Kandy,Irrigated,0.587,74.3,221.4,14,24.886,14310.6,67.45,965249.97
2017,Maha,Knol-khol,Up country,Kandy,Irrigated,3.215,642.9,114.7,7,11.448,36025.2,39.37,1418312.12
2022,Maha,Cabbage,Up country,Nuwara Eliya,Rainfed,1.9,243.3,192.3,21,19.222,37771.3,59.61,2251547.19
2020,Yala,Beetroot,Up country,Kandy,Rainfed,0.402,51.6,188.7,7,21.396,8663.0,69.82,604850.66
2016,Yala,Radish,Up country,Badulla,Rainfed,0.35,50.1,66.1,20,16.989,5910.5,37.31,220520.76
2021,Yala,Beetroot,Up country,Kandy,Irrigated,0.113,24.0,99.6,12,24.496,2738.2,103.73,284033.49
2024,Maha,Ladies fingers,Low country,Kalutara,Rainfed,0.562,106.8,135.2,17,8.325,4759.7,95.1,452647.47
2021,Maha,Ladies fingers,Low country,Kalutara,Irrigated,0.201,40.6,225.0,27,8.638,1712.8,104.36,178747.81
2018,Yala,Cucumber,Low country,Gampaha,Irrigated,0.859,139.3,200.9,2,15.037,13723.2,31.93,438181.78
2017,Maha,Ash pumpkin,Low country,Gampaha,Irrigated,0.576,87.3,199.9,21,19.134,11495.5,37.82,434759.81
2024,Maha,Carrot,Up country,Kandy,Rainfed,0.397,52.1,41.5,7,15.913,6189.8,185.41,1147650.82
2023,Yala,Bitter gourd,Low country,Ratnapura,Irrigated,1.095,130.8,147.6,11,16.678,17829.2,130.99,2335446.91
2018,Maha,Luffa,Low country,Kurunegala,Rainfed,1.633,264.2,141.8,2,10.183,17409.0,48.13,837895.17
2018,Yala,Cabbage,Up country,Kandy,Irrigated,0.738,117.0,120.3,7,25.895,18513.1,52.42,970456.7
2023,Yala,Brinjal,Low country,Kalutara,Rainfed,0.887,52.8,140.9,13,11.124,10100.8,87.88,887658.3
2020,Yala,Knol-khol,Up country,Nuwara Eliya,Irrigated,0.348,56.2,71.0,1,13.243,4474.0,63.14,282488.36
2023,Yala,Leeks,Up country,Kandy,Irrigated,0.586,98.7,237.7,3,44.591,24646.8,91.27,2249513.44
2020,Yala,Carrot,Up country,Kandy,Irrigated,0.113,15.7,149.8,11,25.624,2930.4,145.11,425230.34
2016,Maha,Luffa,Low country,Kalutara,Rainfed,5.788,609.7,216.5,18,7.044,43726.4,46.75,2044209.2
2024,Yala,Cabbage,Up country,Nuwara Eliya,Rainfed,0.343,27.4,204.1,14,22.124,7690.4,111.48,857325.79
2023,Yala,Brinjal,Low country,Ratnapura,Rainfed,0.492,81.8,234.8,27,11.704,5657.4,96.26,544581.32
2020,Yala,Luffa,Low country,Gampaha,Irrigated,0.12,19.2,212.7,15,8.566,998.7,141.81,141625.65
2019,Maha,Knol-khol,Up country,Badulla,Irrigated,0.394,44.3,10.0,2,16.002,6395.7,54.87,350932.06
2016,Maha,Snake gourd,Low country,Gampaha,Irrigated,0.141,14.2,146.1,26,16.633,2412.8,80.63,194544.06
2019,Yala,Brinjal,Low country,Gampaha,Irrigated,1.317,238.4,186.5,18,15.418,19889.2,47.14,937576.89
2017,Yala,Leeks,Up country,Nuwara Eliya,Rainfed,0.244,33.2,179.1,7,30.769,7578.4,79.32,601118.69
2017,Maha,Luffa,Low country,Kurunegala,Irrigated,0.226,39.7,126.1,21,13.352,2935.0,88.28,259101.8
2021,Maha,Brinjal,Low country,Kurunegala,Irrigated,0.441,68.1,211.4,1,17.529,7817.6,67.96,531284.1
2020,Maha,Bitter gourd,Low country,Kalutara,Irrigated,0.475,89.3,186.4,8,13.602,6431.2,129.81,834834.07
2017,Yala,Bitter gourd,Low country,Gampaha,Irrigated,0.329,39.2,135.0,15,14.479,4770.9,117.45,560342.2
2024,Yala,Leeks,Up country,Nuwara Eliya,Rainfed,0.916,94.8,193.2,22,30.603,28721.6,95.67,2747795.47
2021,Yala,Knol-khol,Up country,Badulla,Irrigated,1.887,226.8,182.9,17,17.699,34350.4,45.03,1546798.51
2016,Yala,Ash pumpkin,Low country,Kalutara,Irrigated,0.457,61.9,80.6,16,12.024,5532.2,38.42,212547.12
2016,Maha,Ladies fingers,Low country,Ratnapura,Irrigated,0.201,27.1,146.3,39,12.339,2324.4,61.21,142276.52
2022,Yala,Beetroot,Up country,Kandy,Rainfed,0.165,19.1,184.4,9,15.999,2674.7,113.85,304514.59
2024,Yala,Capsicum,Low country,Ratnapura,Rainfed,0.493,102.5,133.5,5,10.037,4851.2,256.66,1245108.99
2022,Maha,Carrot,Up country,Badulla,Irrigated,0.224,41.7,211.1,4,33.476,7139.1,151.72,1083144.25
2022,Maha,Beetroot,Up country,Nuwara Eliya,Irrigated,0.101,17.3,173.0,25,17.981,1872.1,151.8,284184.78
2021,Maha,Ash pumpkin,Low country,Kalutara,Irrigated,0.185,38.8,185.8,33,22.686,4093.3,66.93,273964.57
2021,Yala,Bitter gourd,Low country,Kurunegala,Irrigated,0.283,38.9,120.6,10,14.249,3949.6,165.36,653105.86
2023,Yala,Capsicum,Low country,Kurunegala,Irrigated,0.419,79.4,134.9,23,8.803,3738.7,238.96,893399.75
2016,Maha,Luffa,Low country,Gampaha,Rainfed,0.15,16.4,204.0,24,9.301,1472.6,114.42,168494.89
2019,Maha,Knol-khol,Up country,Nuwara Eliya,Rainfed,0.231,29.8,196.9,11,8.448,1952.0,82.22,160493.44
2023,Yala,Red pumpkin,Low country,Kurunegala,Irrigated,0.91,147.9,189.2,12,18.623,17840.4,62.92,1122517.97
2019,Maha,Cucumber,Low country,Gampaha,Irrigated,0.163,23.5,157.0,9,16.879,2758.5,56.64,156241.44
2018,Maha,Knol-khol,Up country,Nuwara Eliya,Irrigated,0.296,26.8,168.0,19,13.676,4055.3,66.81,270934.59
2019,Yala,Ladies fingers,Low country,Kalutara,Irrigated,0.274,55.3,140.9,7,9.292,2630.3,82.78,217736.23
2024,Maha,Carrot,Up country,Kandy,Rainfed,0.338,56.7,120.0,15,14.288,4951.1,171.29,848073.92
2016,Maha,Knol-khol,Up country,Nuwara Eliya,Rainfed,0.323,48.5,185.4,3,8.936,2862.0,54.82,156894.84
2016,Maha,Bitter gourd,Low country,Gampaha,Irrigated,1.334,304.2,29.5,11,14.465,18587.4,64.35,1196099.19
2017,Yala,Ash pumpkin,Low country,Kurunegala,Rainfed,0.223,38.3,178.3,8,10.439,2328.8,52.33,121866.1
2018,Maha,Ash pumpkin,Low country,Gampaha,Irrigated,0.709,105.9,184.3,13,17.287,12746.6,37.3,475448.18
2017,Yala,Tomato,Up country,Badulla,Irrigated,0.276,67.5,215.2,18,16.996,4812.9,88.9,427866.81
2023,Maha,Ladies fingers,Low country,Ratnapura,Irrigated,0.102,12.3,167.6,16,4.55,466.7,158.53,73985.95
2018,Yala,Brinjal,Low country,Kurunegala,Irrigated,0.615,81.3,211.9,17,13.953,8825.0,49.56,437367.0
2024,Yala,Capsicum,Low country,Ratnapura,Irrigated,1.003,204.6,163.1,3,10.881,10494.8,163.15,1712226.62
2024,Maha,Snake gourd,Low country,Ratnapura,Irrigated,0.348,45.2,120.6,21,10.63,3884.9,137.15,532814.04
2018,Yala,Ash plantain,Low country,Kalutara,Rainfed,0.756,94.9,153.2,19,9.584,7435.2,45.7,339788.64
2020,Maha,Capsicum,Low country,Ratnapura,Rainfed,1.073,122.4,39.4,18,7.587,8151.5,163.83,1335460.25
2023,Yala,Ash plantain,Low country,Ratnapura,Irrigated,1.231,172.0,31.1,23,13.087,14549.0,66.24,963725.76
2017,Yala,Beetroot,Up country,Badulla,Irrigated,0.419,79.3,166.2,17,14.001,6104.3,73.6,449276.48
2020,Yala,Leeks,Up country,Nuwara Eliya,Rainfed,0.223,48.5,53.0,17,23.865,5284.1,119.31,630445.97
2023,Maha,Luffa,Low country,Gampaha,Irrigated,0.275,41.7,140.8,0,9.931,2714.7,140.69,381931.14
2016,Maha,Leeks,Up country,Kandy,Irrigated,0.485,96.6,213.4,13,26.281,12443.7,60.36,751101.73
2016,Yala,Tomato,Up country,Nuwara Eliya,Irrigated,0.437,47.4,156.8,4,20.623,9179.3,68.34,627313.36
2016,Maha,Bitter gourd,Low country,Kurunegala,Rainfed,0.21,33.1,209.7,1,8.149,1740.9,129.23,224976.51
2022,Yala,Leeks,Up country,Nuwara Eliya,Irrigated,0.546,65.5,138.8,0,30.103,17126.0,98.16,1681088.16
2019,Yala,Knol-khol,Up country,Badulla,Irrigated,0.43,45.1,134.6,14,12.486,5052.2,61.44,310407.17
2022,Yala,Ash plantain,Low country,Kalutara,Irrigated,0.702,84.7,115.0,19,11.194,8116.7,76.05,617275.03
2017,Maha,Cucumber,Low country,Ratnapura,Irrigated,0.428,74.0,78.4,0,14.532,6433.3,34.73,223428.51
2024,Yala,Capsicum,Low country,Gampaha,Irrigated,0.191,23.0,139.4,36,11.776,2233.7,320.77,716503.95
2024,Yala,Cabbage,Up country,Kandy,Irrigated,0.132,12.4,173.6,14,26.91,3539.9,133.84,473780.22
2020,Maha,Cabbage,Up country,Kandy,Rainfed,0.814,146.4,261.5,25,22.157,18312.6,61.84,1132451.18
